,Position,Player Name,Team Name,Player ID,BackNum,Foreign-Born Player,BirthDate,DebutYear,DebutTeam,Age,CareerYearAt23,Defense,BatPos,ThrowPos,Height(cm),Weight(kg),"SigningBonus(100M_KRW,USDtoKRW_1250)","Salary(100M_KRW,USDtoKRW_1250)",Season,AVG,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E
172,타자,노진혁,롯데,62931,52,False,1989-07-15,2012,NC,35,11,내야수,좌,우,184.0,80.0,0.8,6.0,2023,0.257,113,390,334,43,86,26,1,4,126,51,7,2,45,3,84,3,0.377,0.347,11
173,타자,김민석,롯데,53554,2,False,2004-05-09,2023,롯데,20,0,외야수,좌,우,185.0,83.0,2.5,0.85,2023,0.255,129,454,400,53,102,24,0,3,135,39,16,3,31,6,112,6,0.338,0.314,1
174,타자,고승민,롯데,69517,65,False,2000-08-11,2019,롯데,24,4,내야수,좌,우,189.0,92.0,1.5,0.8,2023,0.224,94,308,255,35,57,14,2,2,81,24,8,3,42,1,64,2,0.318,0.331,2
175,타자,한동희,롯데,68525,10,False,1999-06-01,2018,롯데,25,5,내야수,우,우,182.0,108.0,1.8,1.62,2023,0.223,108,353,319,30,71,11,0,5,97,32,1,3,26,1,58,16,0.304,0.279,12
176,타자,황성빈,롯데,50500,0,False,1997-12-19,2022,롯데,26,1,외야수,좌,우,172.0,76.0,0.7,0.76,2023,0.212,74,191,170,22,36,5,2,0,45,8,9,5,12,1,27,1,0.265,0.268,1
177,타자,김민수,롯데,67504,53,False,1998-03-18,2017,롯데,26,6,내야수,우,우,184.0,97.0,1.1,0.6,2023,0.209,25,51,43,4,9,1,1,0,12,2,0,0,7,0,17,2,0.279,0.32,2
178,타자,이학주,롯데,69453,7,False,1990-11-04,2009,시카고컵스,33,14,내야수,좌,우,187.0,87.0,0.0,0.92,2023,0.209,104,122,110,22,23,2,0,3,34,13,4,1,11,1,31,2,0.309,0.287,9
179,타자,장두성,롯데,68507,13,False,1999-09-16,2021,롯데,24,2,외야수,좌,우,176.0,75.0,0.3,0.4,2023,0.154,25,15,13,7,2,0,0,0,2,1,2,0,1,0,3,1,0.154,0.214,0
180,타자,정대선,롯데,53568,68,False,2004-11-16,2023,롯데,19,0,내야수,우,우,185.0,85.0,0.7,0.32,2023,0.15,19,47,40,5,6,1,0,0,7,6,0,0,2,2,8,0,0.175,0.217,0
181,타자,지시완,롯데,64717,,False,1994-04-10,2014,한화,30,9,포수,우,우,181.0,105.0,0.0,0.58,2023,0.125,6,10,8,0,1,0,0,0,1,0,0,0,0,0,5,0,0.125,0.125,0
182,타자,서동욱,롯데,53569,69,False,2000-03-24,2023,롯데,24,0,포수,우,우,175.0,88.0,0.0,0.33,2023,0.118,13,20,17,2,2,1,0,0,3,0,0,0,3,0,5,1,0.176,0.25,0
183,타자,신윤후,롯데,69508,3,False,1996-01-05,2019,롯데,28,4,내야수,우,우,177.0,77.0,0.3,0.52,2023,0.04,28,27,25,2,1,0,0,0,1,1,1,0,0,2,8,0,0.04,0.111,2
184,타자,김동혁,롯데,52504,50,False,2000-09-15,2023,롯데,23,0,외야수,좌,좌,177.0,77.0,0.0,0.31,2023,0.0,15,9,7,3,0,0,0,0,0,0,1,0,2,0,3,0,0.0,0.222,0
185,타자,김상수,롯데,76430,24,False,1988-01-02,2006,삼성,36,17,투수,우,우,180.0,88.0,1.3,1.6,2023,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
186,타자,김원중,롯데,62528,34,False,1993-06-14,2012,롯데,31,11,투수,좌,우,192.0,96.0,1.5,5.0,2023,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
187,타자,구자욱,삼성,62404,5,False,1993-02-12,2012,삼성,31,11,외야수,좌,우,189.0,75.0,1.3,20.0,2023,0.336,119,515,453,65,152,37,1,11,224,71,12,4,53,4,81,5,0.494,0.407,0
188,타자,김성윤,삼성,67449,39,False,1999-02-02,2017,삼성,25,6,외야수,좌,좌,163.0,62.0,0.7,1.0,2023,0.314,101,272,245,40,77,4,6,2,99,28,20,4,14,4,35,2,0.404,0.354,2
189,타자,김지찬,삼성,50458,58,False,2001-03-08,2020,삼성,23,3,내야수,좌,우,163.0,64.0,1.1,1.6,2023,0.292,99,355,291,59,85,4,2,1,96,18,13,1,48,9,36,1,0.33,0.408,16
190,타자,강민호,삼성,74540,47,False,1985-08-18,2004,롯데,39,19,포수,우,우,185.0,100.0,0.9,4.0,2023,0.29,125,495,434,60,126,19,0,16,193,77,6,1,49,6,65,17,0.445,0.366,3
191,타자,김현준,삼성,51417,41,False,2002-10-11,2021,삼성,21,2,외야수,좌,좌,178.0,78.0,0.3,1.4,2023,0.275,109,479,433,62,119,10,6,3,150,46,5,5,30,5,84,5,0.346,0.327,5
192,타자,류지혁,삼성,62234,16,False,1994-01-13,2012,두산,30,11,내야수,좌,우,181.0,75.0,0.7,2.0,2023,0.268,132,522,455,63,122,11,1,2,141,45,26,2,46,6,73,12,0.31,0.34,6
193,타자,김동진,삼성,51403,3,False,1996-12-18,2022,삼성,27,1,내야수,좌,우,184.0,84.0,0.6,0.45,2023,0.262,44,137,122,14,32,7,0,0,39,8,3,0,9,1,26,4,0.32,0.313,6
194,타자,김동엽,삼성,66838,38,False,1990-07-24,2009,시카고컵스,34,14,외야수,우,우,186.0,101.0,0.0,0.8,2023,0.255,69,182,165,20,42,7,0,5,64,18,1,1,13,2,29,8,0.388,0.313,1
195,타자,이해승,삼성,69416,16,False,2000-08-01,2022,삼성,24,1,내야수,우,우,180.0,86.0,0.4,0.42,2023,0.25,9,4,4,0,1,1,0,0,2,0,0,0,0,0,1,0,0.5,0.25,0
196,타자,이재현,삼성,52415,7,False,2003-02-04,2022,삼성,21,1,내야수,우,우,180.0,82.0,2.2,1.4,2023,0.249,143,538,458,61,114,19,2,12,173,60,5,4,52,6,89,9,0.378,0.33,20
197,타자,안주형,삼성,66406,14,False,1993-08-14,2017,삼성,31,6,내야수,좌,우,176.0,68.0,0.0,0.52,2023,0.241,53,91,79,12,19,2,0,1,24,10,0,0,10,0,20,3,0.304,0.322,2
198,타자,강한울,삼성,64610,6,False,1991-09-12,2014,KIA,32,9,내야수,좌,우,181.0,66.0,1.4,1.0,2023,0.217,72,240,212,30,46,7,2,0,57,10,1,3,20,0,54,4,0.269,0.282,7
199,타자,류승민,삼성,53404,57,False,2004-10-11,2023,삼성,19,0,외야수,좌,좌,185.0,90.0,0.5,0.35,2023,0.212,24,57,52,5,11,3,0,0,14,5,0,0,2,1,19,0,0.269,0.255,1
200,타자,이성규,삼성,66409,13,False,1993-08-03,2016,삼성,31,7,외야수,우,우,178.0,82.0,0.8,0.6,2023,0.207,109,162,145,23,30,10,1,1,45,18,4,3,8,3,42,4,0.31,0.259,3
201,타자,조민성,삼성,52405,32,False,2003-10-22,2022,삼성,20,1,내야수,우,우,180.0,90.0,0.5,0.34,2023,0.207,15,29,29,1,6,2,0,0,8,5,0,1,0,0,6,1,0.276,0.207,0
202,타자,오재일,삼성,75334,36,False,1986-10-29,2005,현대,37,18,내야수,좌,좌,187.0,95.0,0.8,5.0,2023,0.203,106,364,315,31,64,15,0,11,112,54,1,0,43,3,110,1,0.356,0.302,8
203,타자,공민규,삼성,68407,9,False,1999-09-27,2019,삼성,24,4,내야수,좌,우,183.0,85.0,0.4,0.41,2023,0.194,22,33,31,0,6,1,1,0,9,2,0,0,2,0,13,1,0.29,0.242,0
204,타자,김재성,삼성,65132,2,False,1996-10-30,2015,LG,27,8,포수,좌,우,185.0,85.0,2.0,0.7,2023,0.192,57,125,99,7,19,3,0,1,25,7,0,1,19,5,31,4,0.253,0.35,0
205,타자,김영웅,삼성,52430,30,False,2003-08-24,2022,삼성,20,1,내야수,좌,우,183.0,81.0,1.7,0.38,2023,0.187,55,103,91,11,17,6,0,2,29,12,1,0,8,0,28,2,0.319,0.25,6
206,타자,김재상,삼성,53400,5,False,2004-07-26,2023,삼성,20,0,내야수,좌,우,180.0,81.0,1.0,0.32,2023,0.15,17,22,20,1,3,0,0,1,6,2,0,0,2,0,4,1,0.3,0.227,1
207,타자,윤정빈,삼성,68463,31,False,1999-06-24,2018,삼성,25,5,외야수,좌,우,182.0,93.0,0.7,0.37,2023,0.147,28,43,34,5,5,0,0,1,8,3,1,0,7,2,12,1,0.235,0.326,0
208,타자,김도환,삼성,69442,42,False,2000-04-14,2019,삼성,24,4,포수,우,우,178.0,90.0,1.1,0.5,2023,0.143,9,8,7,0,1,0,0,0,1,0,0,0,1,0,0,0,0.143,0.25,0
209,타자,이병헌,삼성,69428,23,False,1999-10-26,2019,삼성,24,4,포수,우,우,180.0,87.0,0.8,0.4,2023,0.143,23,33,28,3,4,0,0,0,4,2,0,0,3,0,11,0,0.143,0.219,0
210,타자,김태훈,삼성,65040,25,False,1996-03-31,2015,KT,28,8,외야수,좌,우,177.0,78.0,0.6,0.41,2023,0.095,11,22,21,0,2,1,0,0,3,1,0,1,0,0,9,1,0.143,0.095,0
211,타자,이재용,한화,67993,12,False,1999-02-28,2017,NC,25,6,포수,우,우,182.0,86.0,0.6,0.31,2023,0.5,2,2,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0.5,0.5,0
212,타자,최인호,한화,50707,41,False,2000-01-30,2020,한화,24,3,외야수,좌,우,178.0,82.0,0.6,0.48,2023,0.298,41,148,131,23,39,5,3,2,56,11,1,0,10,4,22,2,0.427,0.363,1
213,타자,노시환,한화,69737,8,False,2000-12-03,2019,한화,23,4,내야수,우,우,185.0,105.0,2.0,3.5,2023,0.298,131,595,514,85,153,30,1,31,278,101,2,1,74,4,118,13,0.541,0.388,19
214,타자,문현빈,한화,53764,64,False,2004-04-20,2023,한화,20,0,내야수,좌,우,174.0,82.0,1.5,0.8,2023,0.266,137,481,428,47,114,22,2,5,155,49,5,1,33,6,84,7,0.362,0.324,9
215,타자,채은성,한화,79192,22,False,1990-02-06,2014,LG,34,9,외야수,우,우,186.0,92.0,0.0,10.0,2023,0.263,137,596,521,71,137,17,0,23,223,84,0,0,52,20,102,16,0.428,0.351,5
216,타자,김태연,한화,66704,25,False,1997-06-10,2017,한화,27,6,내야수,우,우,178.0,96.0,0.5,0.78,2023,0.261,91,280,245,25,64,13,0,4,89,25,5,1,27,3,59,3,0.363,0.337,3
217,타자,이도윤,한화,65703,7,False,1996-10-07,2015,한화,27,8,내야수,좌,우,175.0,79.0,0.8,0.75,2023,0.252,106,346,309,36,78,13,2,1,98,13,11,3,18,4,55,6,0.317,0.302,8
218,타자,이진영,한화,66657,45,False,1997-07-21,2016,KIA,27,7,외야수,우,우,183.0,89.0,0.5,0.7,2023,0.249,121,422,358,57,89,22,0,10,141,50,5,0,53,2,127,4,0.394,0.344,5
219,타자,최재훈,한화,78288,13,False,1989-08-27,2008,두산,34,15,포수,우,우,178.0,94.0,0.0,6.0,2023,0.248,125,417,327,23,81,12,0,1,96,33,1,1,56,23,48,9,0.294,0.392,3
220,타자,오선진,한화,78756,6,False,1989-07-07,2008,한화,35,15,내야수,우,우,178.0,80.0,0.6,1.0,2023,0.23,90,199,165,17,38,6,0,0,44,14,2,0,24,5,34,7,0.267,0.342,4
221,타자,김인환,한화,66715,37,False,1994-01-28,2018,한화,30,5,내야수,좌,우,186.0,100.0,0.0,0.69,2023,0.225,112,365,325,34,73,16,0,7,110,42,1,0,35,2,91,4,0.338,0.301,5
222,타자,장진혁,한화,66706,51,False,1993-09-30,2018,한화,30,5,외야수,좌,우,184.0,90.0,0.7,0.58,2023,0.222,68,178,162,24,36,5,1,0,43,12,5,4,15,0,41,3,0.265,0.287,1
223,타자,정은원,한화,68743,43,False,2000-01-17,2018,한화,24,5,내야수,좌,우,177.0,84.0,0.9,1.78,2023,0.222,122,459,388,50,86,12,0,2,104,30,6,3,62,3,73,4,0.268,0.333,8
224,타자,박상언,한화,66707,42,False,1997-03-03,2017,한화,27,6,포수,우,우,185.0,90.0,0.4,0.42,2023,0.2,86,161,145,13,29,5,1,1,39,13,1,2,10,1,38,6,0.269,0.253,1
225,타자,이원석,한화,68700,50,False,1999-03-31,2019,한화,25,4,외야수,우,우,177.0,69.0,0.8,0.36,2023,0.19,81,138,116,20,22,1,1,0,25,8,13,3,21,1,33,3,0.216,0.319,2
226,타자,박정현,한화,50709,56,False,2001-07-27,2020,한화,23,3,내야수,우,우,183.0,83.0,0.4,0.37,2023,0.181,53,113,105,12,19,6,0,2,31,4,0,0,3,2,36,2,0.295,0.218,9
227,타자,이명기,한화,76849,14,False,1987-12-26,2006,SK,36,17,외야수,좌,좌,183.0,87.0,0.3,0.5,2023,0.175,14,42,40,2,7,1,0,0,8,5,1,0,2,0,9,0,0.2,0.214,1
228,타자,김건,한화,69702,56,False,2000-02-23,2020,한화,24,3,내야수,우,우,183.0,79.0,0.7,0.32,2023,0.167,7,12,12,1,2,0,0,0,2,0,0,0,0,0,8,0,0.167,0.167,1
229,타자,권광민,한화,52769,17,False,1997-12-12,2016,시카고컵스,26,7,외야수,좌,좌,189.0,102.0,0.0,0.33,2023,0.151,66,81,73,11,11,1,1,2,20,9,2,0,6,1,24,2,0.274,0.225,3
230,타자,유로결,한화,69766,33,False,2000-05-30,2019,한화,24,4,외야수,우,우,186.0,83.0,1.1,0.33,2023,0.146,27,53,48,5,7,1,0,0,8,5,1,0,1,1,10,3,0.167,0.173,0
231,타자,하주석,한화,62700,16,False,1994-02-25,2012,한화,30,11,내야수,좌,우,185.0,92.0,3.0,0.7,2023,0.114,25,38,35,4,4,1,0,0,5,2,0,0,2,1,10,0,0.143,0.184,2
232,타자,강재민,한화,50705,,False,1997-04-03,2020,한화,27,3,투수,우,우,180.0,89.0,0.8,1.45,2023,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
233,타자,김서현,한화,53754,54,False,2004-05-31,2023,한화,20,0,투수,우,우,188.0,86.0,5.0,0.33,2023,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
234,타자,박상원,한화,67703,58,False,1994-09-09,2017,한화,29,6,투수,우,우,187.0,98.0,0.8,1.95,2023,-,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0
235,타자,박수종,키움,52305,14,False,1999-02-25,2023,키움,25,0,외야수,우,우,178.0,82.0,0.0,0.4,2023,0.422,23,50,45,7,19,1,2,0,24,3,0,0,3,1,6,1,0.533,0.46,0
236,타자,도슨,키움,53327,27,True,1995-05-19,2023,키움,29,8,외야수,좌,우,183.0,100.0,0.0,6.875,2023,0.336,57,261,229,37,77,14,2,3,104,29,9,2,18,9,41,3,0.454,0.398,4
237,타자,김혜성,키움,67304,3,False,1999-01-27,2017,넥센,25,6,내야수,좌,우,179.0,80.0,1.3,6.5,2023,0.335,137,621,556,104,186,29,6,7,248,57,25,3,57,3,77,6,0.446,0.396,17
238,타자,송재선,키움,53303,9,False,2000-06-30,2023,키움,24,0,외야수,우,우,176.0,73.0,0.7,0.31,2023,0.333,5,3,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0.333,0.333,0
239,타자,이주형,키움,50167,2,False,2001-04-02,2020,LG,23,3,외야수,좌,우,181.0,80.0,1.5,0.66,2023,0.326,69,243,215,32,70,13,4,6,109,36,3,1,19,5,53,4,0.507,0.39,0
240,타자,김태진,키움,64984,1,False,1995-10-07,2014,NC,28,9,내야수,좌,우,169.0,73.0,0.8,1.1,2023,0.275,74,212,200,17,55,5,0,0,60,16,0,0,5,1,23,1,0.3,0.292,8
241,타자,송성문,키움,65357,24,False,1996-08-29,2015,넥센,27,8,내야수,좌,우,183.0,88.0,0.8,1.3,2023,0.263,104,438,388,43,102,16,3,5,139,60,1,0,39,0,38,9,0.358,0.325,10
242,타자,임병욱,키움,64346,35,False,1995-09-30,2014,넥센,28,9,외야수,좌,우,187.0,94.0,2.0,0.7,2023,0.26,80,223,208,30,54,11,1,6,85,36,4,0,10,1,75,1,0.409,0.293,3
243,타자,임지열,키움,64340,29,False,1995-08-22,2014,넥센,28,9,내야수,우,우,180.0,94.0,1.1,0.72,2023,0.259,72,246,212,22,55,8,0,5,78,35,1,0,28,3,64,3,0.368,0.352,6
244,타자,김휘집,키움,51344,44,False,2002-01-01,2021,키움,22,2,내야수,우,우,180.0,92.0,1.0,1.1,2023,0.249,110,435,369,46,92,22,0,8,138,51,0,0,48,5,97,8,0.374,0.338,18
245,타자,이지영,키움,79456,59,False,1986-02-27,2009,삼성,38,14,포수,우,우,177.0,88.0,0.0,2.0,2023,0.249,81,237,217,23,54,8,1,0,64,8,1,1,12,1,39,2,0.295,0.291,4
246,타자,이원석,키움,75566,17,False,1986-10-21,2005,롯데,37,18,내야수,우,우,181.0,82.0,1.3,4.0,2023,0.246,89,345,305,22,75,10,0,2,91,30,0,1,34,3,67,9,0.298,0.326,10
247,타자,김동헌,키움,53344,22,False,2004-07-15,2023,키움,20,0,포수,우,우,182.0,91.0,1.5,0.4,2023,0.242,102,242,211,22,51,5,2,2,66,17,0,0,17,8,55,7,0.313,0.318,4
248,타자,예진원,키움,68330,61,False,1999-03-16,2018,넥센,25,5,외야수,좌,좌,172.0,82.0,0.9,0.4,2023,0.235,16,36,34,2,8,1,0,1,12,4,0,0,0,0,7,0,0.353,0.235,0
249,타자,이용규,키움,74163,15,False,1985-08-26,2004,LG,38,19,외야수,좌,좌,170.0,74.0,0.0,2.0,2023,0.234,50,178,154,19,36,0,3,0,42,11,2,1,19,1,22,3,0.273,0.318,0
250,타자,김시앙,키움,51303,26,False,2001-10-31,2022,키움,22,1,포수,우,우,177.0,79.0,0.5,0.36,2023,0.224,33,82,76,6,17,1,0,0,18,7,0,0,3,3,18,4,0.237,0.28,0
251,타자,주성원,키움,69332,25,False,2000-08-30,2019,키움,23,4,외야수,우,우,182.0,95.0,0.8,0.35,2023,0.217,25,72,69,7,15,2,1,0,19,2,0,0,1,0,18,1,0.275,0.225,1
252,타자,김수환,키움,68346,13,False,1998-03-20,2018,넥센,26,5,내야수,우,우,180.0,91.0,0.6,0.47,2023,0.216,50,114,97,8,21,4,0,2,31,15,0,0,11,4,36,1,0.32,0.319,1
253,타자,이형종,키움,78135,36,False,1989-06-07,2008,LG,35,15,외야수,우,우,183.0,87.0,4.3,6.8,2023,0.215,99,374,316,35,68,22,1,3,101,37,0,0,39,14,78,11,0.32,0.326,2
254,타자,박찬혁,키움,52348,45,False,2003-04-25,2022,키움,21,1,외야수,우,우,181.0,87.0,1.3,0.4,2023,0.201,48,167,154,13,31,7,0,1,41,8,0,0,10,3,41,1,0.266,0.263,1
255,타자,김웅빈,키움,65898,10,False,1996-02-09,2016,넥센,28,7,내야수,좌,우,182.0,97.0,0.8,0.5,2023,0.188,29,74,64,2,12,3,0,0,15,9,0,0,6,2,20,1,0.234,0.27,2
256,타자,김건희,키움,53312,12,False,2004-11-07,2023,키움,19,0,내야수,우,우,186.0,96.0,2.2,0.32,2023,0.182,9,13,11,0,2,0,0,0,2,0,0,0,2,0,4,1,0.182,0.308,1
257,타자,김주형,키움,69306,6,False,1996-03-05,2019,키움,28,4,내야수,우,우,173.0,84.0,0.2,0.45,2023,0.147,46,81,68,5,10,2,0,0,12,4,0,0,9,1,27,2,0.176,0.256,2
258,타자,전병우,키움,65586,34,False,1992-10-24,2018,롯데,31,5,내야수,우,우,182.0,93.0,0.9,0.6,2023,0.145,41,75,62,6,9,3,0,1,15,6,0,0,10,1,28,0,0.242,0.274,2
259,타자,김병휘,키움,50304,0,False,2001-02-16,2020,키움,23,3,내야수,우,우,177.0,79.0,0.7,0.33,2023,0.143,10,21,21,0,3,1,0,0,4,1,0,0,0,0,8,0,0.19,0.143,1
